,battery_voltage_mean,battery_voltage_percentile_25,current_mean,current_percentile_25,state_of_charge_percent_mean,state_of_charge_percent_percentile_25,temperature_mean,temperature_percentile_25,cluster_id
0,6.571801244143691,6.552116991215004,0.3161633583392871,0.21789412335392616,61.75791950371551,56.811617664892786,26.795558900978783,26.139060487143443,0
1,6.5701976267294455,6.554557065769874,0.3147600378884418,0.1896043429256261,61.2231583705765,56.55295281312865,26.75805271573277,26.290393142443733,0
2,6.56950378714683,6.551985412267636,0.31057537981288585,0.20397307072234724,60.68067492747508,55.719512401734896,26.720176034447324,26.080122515067455,0
3,6.568219562220561,6.551261728057109,0.30946123683142784,0.20305201809076828,60.15779933969704,55.18003871752437,26.686938715591584,26.045789715799888,0
4,6.567195545665055,6.551031464899214,0.30706836757289746,0.20318359703813674,59.63795870942073,54.58793345436647,26.650410742285064,26.031213334356465,0
5,6.565611512107567,6.550373570162371,0.3071322838051574,0.20332833388024196,59.12069921038472,54.252407138577,26.62152220385418,25.99701605929653,0
6,6.56449447725707,6.54941962279395,0.30564410022088245,0.20118359703813668,58.578216382973395,53.59451240173489,26.58385697888907,25.968962548316057,0
7,6.563295350579504,6.5489590964781605,0.30448964799239764,0.1977362286170841,58.058842940187645,52.87740713857699,26.549088125150366,25.946887160716823,0
8,6.5616467631936395,6.5478406754255305,0.3065370505114232,0.19615728124866302,57.52374229487945,52.37740713857699,26.52088529656548,25.933289565217432,0
9,6.560286115692518,6.547182780688689,0.30636560537016383,0.19597307072234724,57.005444307727586,51.84451240173489,26.49394426453541,25.906290131407456,0
10,6.558951910731207,6.546524885951846,0.30556294410926765,0.19918359703813668,56.522909787301984,51.298459770155944,26.45922513127035,25.881097687032614,0
11,6.557735486853012,6.549491276296189,0.30599405940312535,0.17177539555720506,55.95879996896597,52.09900544470759,26.433806028510634,25.88046253083804,0
12,6.5569682052651554,6.5450117280571085,0.30270376491293066,0.19205201809076827,55.43742448366756,50.10109134910331,26.404913440707688,25.82812278009257,0
13,6.5555421421291244,6.54441962279395,0.30352904767774,0.20118359703813668,54.929661835849714,49.43003871752436,26.375559041895627,25.806800304757974,0
14,6.5541422059525685,6.548372855243557,0.3038471011001413,0.18110434292562608,54.419447328496936,49.88847912891812,26.347592882796892,25.806496429959846,0
15,6.55244321824339,6.540143307004477,0.30476850686625007,0.2010914917749788,53.876222559720205,48.36424924384015,26.321291049079633,25.750452350872344,0
16,6.550898091119928,6.540636728057109,0.30614343020964335,0.19714412335392617,53.352287404710204,47.890565033313834,26.294086010498724,25.74850983722958,0
17,6.548753410116444,6.538432780688687,0.31087370244911183,0.19798622861708406,52.83964434235943,47.4103018754191,26.274476734720963,25.731885534426333,0
18,6.547094451320908,6.542846539454083,0.3112700896876496,0.180946448188784,52.30624757495868,47.87532123418128,26.24775443556796,25.74513408039171,0
19,6.545721295074781,6.53409067542553,0.3094824995520144,0.20299938651182087,51.778235306303785,46.37740713857699,26.219598432928667,25.69482719276077,0
20,6.54412082029997,6.53300514910974,0.3100833342908156,0.17101254440655775,51.229893032987995,45.72609134910331,26.194091314427034,25.670749058537595,0
21,6.542035709226812,6.531228833320266,0.31471199789052157,0.1630388601960314,50.68739781053411,45.10109134910331,26.181904244314044,25.649230826014197,0
22,6.542278824102741,6.531459096478161,0.3035486596699669,0.14994675493287352,50.133207018217,44.693196612261204,26.149204560692795,25.627381312094354,0
23,6.545867718449279,6.537912328927767,0.2752740918182505,0.08863065871509976,49.668549793949815,45.42795281312865,26.10742480852191,25.618178014328183,0
